loci	Harmonic_N	H_st_est	D_st_est	G_st_est	G_hed_st_est	D_Jost_est	Fst_WC	Fit_WC	
Locus818	11.1314	-0.0329	-0.0146	-0.027	-0.0656	-0.0376	0.0047	-0.7541	
Locus819	11.1314	-0.0263	-0.0096	-0.0154	-0.0459	-0.0301	0.0083	-0.5921	
Locus820	11.1314	-0.0385	-0.0132	-0.0205	-0.0654	-0.0439	0.002	-0.556	
Locus821	11.1314	-0.0218	-0.0097	-0.0178	-0.0431	-0.0249	0.0088	-0.6487	
Locus822	11.1314	-0.0243	-0.0103	-0.0182	-0.0465	-0.0278	0.0144	-0.7186	
Locus823	11.1314	-0.0415	-0.0148	-0.0236	-0.0721	-0.0474	0.0022	-0.5966	
Locus824	11.1314	-0.0051	-0.0018	-0.0028	-0.0086	-0.0058	0.0228	-0.4695	
Locus825	11.1314	-0.042	-0.0143	-0.0222	-0.0712	-0.048	0.0017	-0.5549	
Locus826	11.1314	6e-04	2e-04	3e-04	9e-04	6e-04	0.02	-0.4292	
Locus827	11.1314	-0.0332	-0.0137	-0.0239	-0.0627	-0.0379	0.0017	-0.6126	
Locus828	11.1314	-0.0316	-0.0133	-0.0235	-0.0605	-0.0361	0.0082	-0.7519	
Locus829	11.1314	-0.0074	-0.003	-0.0051	-0.0136	-0.0085	0.0249	-0.6235	
Locus830	11.1314	-0.0243	-0.0099	-0.017	-0.0453	-0.0278	0.0119	-0.688	
Locus831	11.1314	-0.0449	-0.0183	-0.0319	-0.0849	-0.0514	-0.0019	-0.7306	
Locus832	11.1314	-0.0301	-0.013	-0.0234	-0.0586	-0.0344	0.0068	-0.699	
Locus833	11.1314	-0.027	-0.0098	-0.0156	-0.0469	-0.0308	0.0117	-0.5987	
Locus834	11.1314	-0.0411	-0.0173	-0.0308	-0.0792	-0.0469	0.0023	-0.7881	
Locus835	11.1314	-0.0367	-0.0154	-0.0273	-0.0703	-0.042	0.0017	-0.7188	
Locus836	11.1314	0.0506	0.0187	0.0288	0.085	0.0579	0.0578	-0.4612	
Locus837	11.1314	-0.0269	-0.0092	-0.0142	-0.0454	-0.0308	0.0058	-0.4782	
Locus838	11.1314	-0.016	-0.007	-0.0126	-0.0311	-0.0183	0.0136	-0.6521	
Locus839	11.1314	-0.0388	-0.0166	-0.0299	-0.0756	-0.0444	-0.0011	-0.7	
Locus840	11.1314	-0.041	-0.0157	-0.0261	-0.0742	-0.0468	-0.0062	-0.5396	
Locus841	11.1314	-0.0415	-0.016	-0.0267	-0.0754	-0.0474	0.0014	-0.6739	
Locus842	11.1314	-0.022	-0.0101	-0.019	-0.0447	-0.0252	0.0122	-0.7166	
Locus843	11.1314	-0.0338	-0.0128	-0.021	-0.0605	-0.0387	0.0067	-0.6542	
Locus844	11.1314	-0.0366	-0.0157	-0.0283	-0.0713	-0.0418	0.0055	-0.8154	
Locus845	11.1314	-0.0359	-0.016	-0.0297	-0.072	-0.041	8e-04	-0.7395	
Locus846	11.1314	-0.0495	-0.0167	-0.0259	-0.0839	-0.0566	-0.0027	-0.5557	
Locus847	11.1314	-0.0155	-0.006	-0.0099	-0.0277	-0.0177	0.0164	-0.5581	
Locus848	11.1314	-0.0534	-0.0183	-0.0286	-0.0914	-0.061	-0.0073	-0.5545	
Locus849	11.1314	-0.0178	-0.0059	-0.0089	-0.0294	-0.0204	0.0161	-0.5095	
Locus850	11.1314	-0.0287	-0.013	-0.0243	-0.0579	-0.0328	0.0075	-0.7342	
Locus851	11.1314	-0.0479	-0.0165	-0.0258	-0.082	-0.0547	-0.0044	-0.5538	
Locus852	11.1314	-0.0362	-0.0156	-0.0282	-0.0707	-0.0414	0.0031	-0.7453	
Locus853	11.1314	-0.0371	-0.0126	-0.0194	-0.0627	-0.0425	0.0039	-0.5307	
Locus854	11.1314	-0.0291	-0.0131	-0.0244	-0.0585	-0.0332	0.0068	-0.7197	
Locus855	11.1314	-0.037	-0.0154	-0.0271	-0.0705	-0.0423	0.0055	-0.7708	
Locus856	11.1314	-0.0204	-0.0075	-0.012	-0.0356	-0.0233	0.0108	-0.5535	
Locus857	11.1314	-0.0326	-0.0146	-0.0272	-0.0654	-0.0372	8e-04	-0.6893	
Locus858	11.1314	0.0706	0.0274	0.0429	0.1201	0.0806	0.0724	-0.4691	
Locus859	11.1314	-0.0254	-0.0098	-0.0162	-0.0458	-0.0291	0.0106	-0.6209	
Locus860	11.1314	-0.0104	-0.0046	-0.0083	-0.0203	-0.0119	0.024	-0.7878	
Locus861	11.1314	-0.0215	-0.0081	-0.0132	-0.0381	-0.0246	0.015	-0.6224	
Locus862	11.1314	-0.0272	-0.0114	-0.02	-0.0517	-0.031	0.0094	-0.7349	
Locus863	11.1314	-0.0342	-0.0154	-0.0288	-0.0691	-0.0391	0.0028	-0.7521	
Locus864	11.1314	-0.0253	-0.0101	-0.0171	-0.0465	-0.029	0.0086	-0.5796	
Locus865	11.1314	-0.0603	-0.021	-0.0333	-0.1045	-0.0689	-0.0179	-0.448	
Locus866	11.1314	-0.0224	-0.008	-0.0126	-0.0385	-0.0256	0.0117	-0.5419	
Locus867	11.1314	-0.0425	-0.0183	-0.0332	-0.0834	-0.0486	-0.0027	-0.7607	
Locus868	11.1314	-0.0413	-0.0148	-0.0236	-0.0719	-0.0472	2e-04	-0.5984	
Locus869	11.1314	-0.0434	-0.015	-0.0234	-0.0743	-0.0496	-7e-04	-0.5517	
Locus870	11.1314	-0.042	-0.0143	-0.0222	-0.0712	-0.048	0.0015	-0.5576	
Locus871	11.1314	-0.0109	-0.0041	-0.0066	-0.0191	-0.0124	0.0149	-0.4588	
Locus872	11.1314	-0.0354	-0.0127	-0.0202	-0.0615	-0.0405	0.0042	-0.5953	
Locus873	11.1314	-0.0085	-0.003	-0.0047	-0.0144	-0.0097	0.0167	-0.4478	
Locus874	11.1314	-0.0312	-0.0118	-0.0193	-0.0557	-0.0357	0.0041	-0.5591	
Locus875	11.1314	-0.0401	-0.0138	-0.0215	-0.0683	-0.0458	-0.0027	-0.4562	
Locus876	11.1314	-0.0292	-0.0133	-0.025	-0.0592	-0.0334	0.006	-0.7178	
Locus877	11.1314	-0.0103	-0.004	-0.0066	-0.0184	-0.0118	0.0208	-0.6034	
Locus878	11.1314	0.0363	0.0149	0.0247	0.0651	0.0415	0.0645	-0.6497	
Locus879	11.1314	-0.0473	-0.0202	-0.0366	-0.0926	-0.054	-0.0032	-0.8191	
Locus880	11.1314	-0.0364	-0.0155	-0.0277	-0.0705	-0.0416	0.004	-0.749	
Locus881	11.1314	-0.0147	-0.0064	-0.0115	-0.0284	-0.0168	0.0189	-0.7113	
Locus882	11.1314	-0.0254	-0.0115	-0.0215	-0.0511	-0.0291	0.0107	-0.7208	
Locus883	11.1314	-0.0504	-0.0163	-0.0247	-0.0837	-0.0576	-0.0047	-0.5031	
Locus884	11.1314	-0.032	-0.0129	-0.0221	-0.0595	-0.0366	8e-04	-0.5618	
Locus885	11.1314	-0.0374	-0.0159	-0.0285	-0.0724	-0.0427	0.0029	-0.7515	
Locus886	11.1314	-0.0406	-0.0171	-0.0305	-0.0782	-0.0464	0.0019	-0.7689	
Locus887	11.1314	-0.0292	-0.0131	-0.0243	-0.0585	-0.0334	0.0045	-0.6745	
Locus888	11.1314	-0.0357	-0.0134	-0.0219	-0.0636	-0.0408	0.0032	-0.6076	
Locus889	11.1314	-0.0332	-0.012	-0.0192	-0.0578	-0.0379	0.0073	-0.6042	
Locus890	11.1314	-0.0355	-0.012	-0.0185	-0.0598	-0.0406	0.0029	-0.511	
Locus891	11.1314	-0.0174	-0.0058	-0.0088	-0.0289	-0.0199	0.0152	-0.5141	
Locus892	11.1314	-0.0247	-0.0104	-0.0183	-0.047	-0.0282	0.0167	-0.7701	
Locus893	11.1314	-0.0377	-0.0128	-0.0198	-0.0637	-0.0431	0.0027	-0.5163	
Locus894	11.1314	-0.0389	-0.017	-0.0311	-0.077	-0.0445	7e-04	-0.7746	
Locus895	11.1314	-0.0438	-0.014	-0.021	-0.0721	-0.05	-0.0016	-0.4879	
Locus896	11.1314	0.0036	0.0014	0.0023	0.0064	0.0041	0.0334	-0.6229	
Locus897	11.1314	-0.0483	-0.0189	-0.032	-0.089	-0.0552	-0.0036	-0.7015	
Locus898	11.1314	-0.0448	-0.019	-0.0341	-0.0871	-0.0512	-0.0027	-0.7675	
Locus899	11.1314	0.0225	0.0099	0.0174	0.0426	0.0257	0.0518	-0.6004	
Locus900	11.1314	-0.0423	-0.015	-0.0238	-0.0733	-0.0484	-0.0029	-0.5019	
Locus901	11.1314	-0.0542	-0.0175	-0.0265	-0.0901	-0.062	-0.008	-0.4882	
Locus902	11.1314	-0.0293	-0.0125	-0.0223	-0.0565	-0.0335	0.0085	-0.7307	
Locus903	11.1314	-0.0329	-0.0136	-0.0237	-0.0622	-0.0376	-5e-04	-0.576	
Locus904	11.1314	-0.0247	-0.0111	-0.0206	-0.0494	-0.0282	0.0079	-0.6742	
Locus905	11.1314	-0.0107	-0.0044	-0.0075	-0.0199	-0.0123	0.0215	-0.5996	
Locus906	11.1314	0.0011	4e-04	6e-04	0.0019	0.0013	0.0238	-0.4466	
Locus907	11.1314	0.0109	0.004	0.0063	0.0186	0.0124	0.0351	-0.5676	
Locus908	11.1314	-0.028	-0.01	-0.0158	-0.0483	-0.032	0.0082	-0.5835	
Locus909	11.1314	-0.0381	-0.0166	-0.0303	-0.0752	-0.0436	0.0023	-0.7754	
Locus910	11.1314	-0.0447	-0.0185	-0.0326	-0.0854	-0.0511	-9e-04	-0.7737	
Locus911	11.1314	-0.0528	-0.0182	-0.0286	-0.0906	-0.0603	-0.0057	-0.5783	
Locus912	11.1314	-0.0127	-0.005	-0.0083	-0.023	-0.0146	0.0225	-0.6265	
Locus913	11.1314	0.0269	0.0093	0.014	0.0443	0.0307	0.0403	-0.5066	
Locus914	11.1314	-0.0365	-0.0142	-0.0238	-0.0665	-0.0417	-6e-04	-0.5522	
Locus915	11.1314	-0.0242	-0.0093	-0.0153	-0.0434	-0.0276	0.0139	-0.6521	
Locus916	11.1314	-0.0304	-0.0105	-0.0163	-0.0516	-0.0347	0.0042	-0.4715	
Locus917	11.1314	-0.0425	-0.0155	-0.025	-0.0748	-0.0486	-0.0061	-0.4901	
Locus918	11.1314	-0.0206	-0.0068	-0.0103	-0.034	-0.0235	0.0134	-0.5122	
Locus919	11.1314	-0.0436	-0.0151	-0.0236	-0.0747	-0.0498	-0.0049	-0.4663	
Locus920	11.1314	-0.0366	-0.0141	-0.0235	-0.0663	-0.0418	0.0053	-0.6716	
Locus921	11.1314	-0.045	-0.0191	-0.0343	-0.0875	-0.0514	-0.0018	-0.801	
Locus922	11.1314	-0.0424	-0.0185	-0.0339	-0.084	-0.0485	-0.0017	-0.8083	
Locus923	11.1314	-0.0191	-0.008	-0.014	-0.0361	-0.0218	0.0101	-0.5839	
Locus924	11.1314	-0.0428	-0.0175	-0.0305	-0.0809	-0.0489	8e-04	-0.7467	
Locus925	11.1314	-0.043	-0.0182	-0.0326	-0.0833	-0.0492	-0.001	-0.8024	
Locus926	11.1314	-0.0339	-0.0133	-0.0224	-0.062	-0.0387	-0.0012	-0.5134	
Locus927	11.1314	-0.0302	-0.0125	-0.0218	-0.057	-0.0345	0.0054	-0.6379	
Locus928	11.1314	-0.0244	-0.0082	-0.0125	-0.0408	-0.0279	0.0121	-0.5263	
Locus929	11.1314	-0.0409	-0.017	-0.03	-0.0781	-0.0467	0.0016	-0.7579	
Locus930	11.1314	-0.0327	-0.0143	-0.0261	-0.0644	-0.0373	0.0086	-0.8112	
Locus931	11.1314	-0.0244	-0.0102	-0.0178	-0.0462	-0.0279	0.0076	-0.5981	
Locus932	11.1314	-0.0433	-0.0182	-0.0324	-0.0835	-0.0494	-0.0015	-0.7501	
Locus933	11.1314	-0.0367	-0.0151	-0.0263	-0.0694	-0.042	-4e-04	-0.6538	
Locus934	11.1314	0.0449	0.0179	0.0289	0.0787	0.0513	0.0678	-0.609	
Locus935	11.1314	-0.0401	-0.0176	-0.0324	-0.0797	-0.0458	1e-04	-0.7901	
Locus936	11.1314	-0.0093	-0.0033	-0.0052	-0.0158	-0.0106	0.0196	-0.5266	
Locus937	11.1314	-0.0299	-0.0124	-0.0216	-0.0566	-0.0342	0.0067	-0.6476	
Locus938	11.1314	-0.0334	-0.0151	-0.0284	-0.0676	-0.0382	0.0017	-0.7353	
Locus939	11.1314	-0.0364	-0.0153	-0.0271	-0.0698	-0.0416	0.0031	-0.7189	
Locus940	11.1314	-0.0322	-0.0111	-0.0172	-0.0547	-0.0369	0.0014	-0.4818	
Locus941	11.1314	0.0028	0.001	0.0015	0.0048	0.0032	0.0245	-0.475	
Locus942	11.1314	0.071	0.0297	0.0486	0.1258	0.0811	0.0849	-0.6009	
Locus943	11.1314	-0.0347	-0.0152	-0.0278	-0.0685	-0.0396	-0.0014	-0.6657	
Locus944	11.1314	-0.0143	-0.0056	-0.0093	-0.0258	-0.0164	0.0206	-0.652	
Locus945	11.1314	-0.0392	-0.0169	-0.0306	-0.0768	-0.0448	-0.002	-0.7135	
Locus946	11.1314	-0.0165	-0.0055	-0.0083	-0.0273	-0.0188	0.0174	-0.515	
Locus947	11.1314	-0.0313	-0.0118	-0.0193	-0.0558	-0.0358	NA	-0.4681	
Locus948	11.1314	-0.0279	-0.0106	-0.0174	-0.0498	-0.0319	0.0106	-0.6463	
Locus949	11.1314	-0.0328	-0.0138	-0.0244	-0.0628	-0.0375	0.0019	-0.6491	
Locus950	11.1314	-0.0042	-0.0016	-0.0026	-0.0074	-0.0048	0.0209	-0.4689	
Locus951	11.1314	-0.0218	-0.0079	-0.0126	-0.0377	-0.0249	0.0073	-0.4357	
Locus952	11.1314	-0.0251	-0.0104	-0.0181	-0.0473	-0.0287	0.0159	-0.7455	
Locus953	11.1314	-3e-04	-1e-04	-2e-04	-5e-04	-3e-04	0.0294	-0.5648	
Locus954	11.1314	-0.0163	-0.0067	-0.0115	-0.0303	-0.0186	0.0155	-0.605	
Locus955	11.1314	-0.0339	-0.0116	-0.018	-0.0574	-0.0387	0.0061	-0.5526	
Locus956	11.1314	-0.0162	-0.0056	-0.0086	-0.0273	-0.0185	0.0169	-0.5399	
Locus957	11.1314	-0.0184	-0.0069	-0.0112	-0.0325	-0.0211	0.0148	-0.5655	
Locus958	11.1314	0.0359	0.0143	0.0232	0.0633	0.041	0.0576	-0.5901	
Locus959	11.1314	-0.0427	-0.0188	-0.0348	-0.0852	-0.0488	-0.0035	-0.7747	
Locus960	11.1314	-0.0386	-0.0136	-0.0214	-0.0665	-0.0441	0.0025	-0.5824	
Locus961	11.1314	-0.0195	-0.0086	-0.0156	-0.0383	-0.0223	0.0134	-0.6475	
Locus962	11.1314	0.0018	7e-04	0.0011	0.0032	0.0021	0.025	-0.4702	
Locus963	11.1314	-0.0277	-0.0128	-0.0244	-0.0568	-0.0316	0.009	-0.7645	
Locus964	11.1314	-0.0353	-0.0159	-0.0298	-0.0714	-0.0404	0.001	-0.7359	
Locus965	11.1314	-0.0235	-0.0079	-0.012	-0.0392	-0.0269	0.0093	-0.4768	
Locus966	11.1314	-0.0212	-0.0087	-0.015	-0.0396	-0.0243	0.0134	-0.6445	
Locus967	11.1314	-0.0142	-0.0062	-0.0111	-0.0275	-0.0162	0.0263	-0.7967	
Locus968	11.1314	-0.0295	-0.0108	-0.0173	-0.0516	-0.0337	0.0028	-0.4651	
Locus969	11.1314	-0.0255	-0.0105	-0.0182	-0.0479	-0.0292	0.012	-0.7297	
Locus970	11.1314	-0.0116	-0.005	-0.0089	-0.0222	-0.0132	0.0278	-0.7653	
Locus971	11.1314	-0.0117	-0.0042	-0.0066	-0.02	-0.0134	0.0147	-0.4847	
Locus972	11.1314	-0.0458	-0.017	-0.0278	-0.0816	-0.0523	-0.0023	-0.6396	
Locus973	11.1314	-0.0092	-0.0031	-0.0047	-0.0152	-0.0105	0.0181	-0.4865	
Locus974	11.1314	-6e-04	-2e-04	-3e-04	-0.001	-7e-04	0.0268	-0.5185	
Locus975	11.1314	-0.0345	-0.0121	-0.019	-0.0592	-0.0395	0.0066	-0.5728	
Locus976	11.1314	-0.017	-0.0068	-0.0115	-0.0311	-0.0194	0.0165	-0.6203	
Locus977	11.1314	-0.0406	-0.0171	-0.0305	-0.0782	-0.0464	0.0015	-0.7676	
Locus978	11.1314	-0.0056	-0.0023	-0.0039	-0.0103	-0.0064	0.0243	-0.5648	
Locus979	11.1314	-0.0057	-0.0022	-0.0036	-0.0101	-0.0065	0.0226	-0.5549	
Locus980	11.1314	-0.0487	-0.0175	-0.0281	-0.0853	-0.0556	-0.0028	-0.613	
Locus981	11.1314	0.0098	0.0038	0.0062	0.0173	0.0112	0.0343	-0.4833	
Locus982	11.1314	-0.0085	-0.0034	-0.0057	-0.0155	-0.0097	0.0244	-0.6364	
Locus983	11.1314	0.0017	7e-04	0.0012	0.0031	0.0019	0.0316	-0.7224	
Locus984	11.1314	-0.0412	-0.0135	-0.0205	-0.0685	-0.0471	NA	-0.4729	
Locus985	11.1314	-0.0442	-0.0175	-0.0298	-0.0819	-0.0505	-6e-04	-0.7133	
Locus986	11.1314	-0.0436	-0.0176	-0.0304	-0.0817	-0.0498	-0.001	-0.7289	
Locus987	11.1314	-0.0342	-0.0114	-0.0174	-0.0572	-0.0391	0.0043	-0.4946	
Locus988	11.1314	-0.0117	-0.004	-0.0061	-0.0195	-0.0133	0.0183	-0.5296	
Locus989	11.1314	-0.0113	-0.0044	-0.0073	-0.0202	-0.0129	0.0154	-0.505	
Locus990	11.1314	-3e-04	-1e-04	-2e-04	-5e-04	-3e-04	0.0223	-0.4282	
Locus991	11.1314	-0.0421	-0.0181	-0.0328	-0.0825	-0.0482	8e-04	-0.8149	
Locus992	11.1314	-0.0198	-0.0065	-0.0098	-0.0326	-0.0226	0.0134	-0.5063	
Locus993	11.1314	-0.0443	-0.0183	-0.0322	-0.0844	-0.0506	-0.0022	-0.7427	
Locus994	11.1314	-0.0118	-0.004	-0.0061	-0.0196	-0.0134	0.0182	-0.5235	
Locus995	11.1314	-0.0376	-0.0166	-0.0306	-0.0749	-0.043	8e-04	-0.7547	
Locus996	11.1314	-0.0114	-0.004	-0.0062	-0.0193	-0.013	0.0132	-0.4711	
Locus997	11.1314	-0.039	-0.0161	-0.0282	-0.0741	-0.0446	0.0031	-0.7433	
Locus998	11.1314	-0.0279	-0.0113	-0.0194	-0.0519	-0.0319	0.0053	-0.5608	
Locus999	11.1314	-0.0218	-0.0072	-0.0109	-0.0361	-0.0249	0.0112	-0.5092	
Locus1000	11.1314	-0.0287	-0.0122	-0.0217	-0.0552	-0.0329	0.0048	-0.6039	
Locus1001	11.1314	0.0086	0.0035	0.0059	0.0156	0.0098	0.0397	-0.6512	
Locus1002	11.1314	-0.0384	-0.0164	-0.0295	-0.0747	-0.0439	0.0032	-0.7647	
Locus1003	11.1314	-0.0128	-0.0048	-0.0077	-0.0225	-0.0147	0.0207	-0.6177	
Locus1004	11.1314	-0.0297	-0.0133	-0.0247	-0.0594	-0.0339	0.0073	-0.7363	
Locus1005	11.1314	-0.0344	-0.0125	-0.02	-0.0602	-0.0393	0.0055	-0.5873	
Locus1006	11.1314	-0.0456	-0.0193	-0.0346	-0.0885	-0.0521	-0.004	-0.765	
Locus1007	11.1314	-0.0292	-0.0106	-0.0169	-0.0509	-0.0334	0.0043	-0.5334	
Locus1008	11.1314	-0.0357	-0.0127	-0.0201	-0.0617	-0.0408	-0.0032	-0.4436	
Locus1009	11.1314	-0.036	-0.0147	-0.0255	-0.0677	-0.0411	0.0048	-0.7312	
Locus1010	11.1314	-0.0344	-0.015	-0.0274	-0.0677	-0.0393	0.0027	-0.7094	
Locus1011	11.1314	-0.0335	-0.012	-0.019	-0.0581	-0.0383	1e-04	-0.4715	
Locus1012	11.1314	-0.0268	-0.0097	-0.0154	-0.0466	-0.0306	0.0042	-0.4733	
Locus1013	11.1314	0.0513	0.0205	0.033	0.0897	0.0586	0.0672	-0.5558	
Locus1014	11.1314	-0.0214	-0.009	-0.0158	-0.0406	-0.0244	0.0093	-0.5737	
Locus1015	11.1314	-0.0352	-0.0144	-0.025	-0.0662	-0.0402	0.0016	-0.6595	
Locus1016	11.1314	-0.0447	-0.0152	-0.0236	-0.0759	-0.0511	-0.003	-0.4877	
Locus1017	11.1314	-0.0428	-0.0186	-0.034	-0.0846	-0.049	-0.0016	-0.7952	
Locus1018	11.1314	-0.0261	-0.0086	-0.013	-0.0432	-0.0298	0.0103	-0.4977	
Locus1019	11.1314	0.0095	0.0033	0.005	0.0158	0.0108	0.0269	-0.475	
Locus1020	11.1314	0.0357	0.0151	0.0255	0.0653	0.0408	0.0634	-0.6904	
Locus1021	11.1314	-0.0322	-0.0142	-0.0261	-0.0638	-0.0368	0.01	-0.8245	
Locus1022	11.1314	-0.038	-0.017	-0.0317	-0.0765	-0.0434	3e-04	-0.7699	
Locus1023	11.1314	-0.0322	-0.0116	-0.0185	-0.056	-0.0368	0.0047	-0.5919	
Locus1024	11.1314	-0.0344	-0.0123	-0.0195	-0.0596	-0.0393	0.0057	-0.5874	
Locus1025	11.1314	-0.0419	-0.017	-0.0295	-0.0787	-0.0479	0.0015	-0.7393	
Locus1026	11.1314	0.0046	0.0018	0.003	0.0082	0.0052	0.0313	-0.5626	
Locus1027	11.1314	-0.0511	-0.0167	-0.0254	-0.0853	-0.0584	-0.004	-0.5292	
Locus1028	11.1314	-0.0073	-0.0031	-0.0054	-0.0138	-0.0084	0.0253	-0.6971	
Locus1029	11.1314	-0.0172	-0.0066	-0.0108	-0.0307	-0.0197	0.0144	-0.599	
Locus1030	11.1314	-0.0455	-0.0197	-0.036	-0.0899	-0.052	-0.0043	-0.7958	
Locus1031	11.1314	-0.0286	-0.0127	-0.0234	-0.0568	-0.0327	0.007	-0.7393	
Locus1032	11.1314	-0.0113	-0.0041	-0.0065	-0.0194	-0.0129	0.0212	-0.5503	
Locus1033	11.1314	-0.019	-0.0079	-0.0137	-0.0357	-0.0217	0.0177	-0.6836	
Locus1034	11.1314	-0.0452	-0.0151	-0.0232	-0.0761	-0.0517	-0.002	-0.5416	
Locus1035	11.1314	-0.0354	-0.0132	-0.0215	-0.0628	-0.0405	0.005	-0.6196	
Locus1036	11.1314	-0.0026	-9e-04	-0.0014	-0.0044	-0.003	0.021	-0.4701	
Locus1037	11.1314	-0.018	-0.0066	-0.0105	-0.0313	-0.0206	0.0151	-0.5927	
Locus1038	11.1314	-0.013	-0.0051	-0.0085	-0.0235	-0.0149	0.0156	-0.5452	
Locus1039	11.1314	-0.0274	-0.0092	-0.014	-0.0458	-0.0314	0.0083	-0.5131	
Locus1040	11.1314	-0.0306	-0.0106	-0.0165	-0.052	-0.0349	0.0078	-0.5418	
Locus1041	11.1314	-0.0355	-0.0159	-0.0296	-0.0714	-0.0406	0.003	-0.7875	
Locus1042	11.1314	-0.0125	-0.0046	-0.0073	-0.0217	-0.0143	0.02	-0.5592	
Locus1043	11.1314	-0.0337	-0.0138	-0.0239	-0.0634	-0.0385	0.0076	-0.7193	
Locus1044	11.1314	-0.0041	-0.0017	-0.0029	-0.0076	-0.0047	0.0265	-0.7234	
Locus1045	11.1314	-0.0039	-0.0017	-0.003	-0.0075	-0.0045	0.029	-0.7462	
Locus1046	11.1314	-0.0569	-0.0187	-0.0286	-0.0956	-0.0651	-0.0079	-0.5391	
Locus1047	11.1314	0.0123	0.0047	0.0075	0.0215	0.0141	0.0383	-0.6056	
Locus1048	11.1314	-0.0327	-0.0126	-0.0209	-0.0591	-0.0373	0.0026	-0.5645	
Locus1049	11.1314	-0.0366	-0.0142	-0.0238	-0.0666	-0.0418	-0.0021	-0.5445	
Locus1050	11.1314	-0.0194	-0.0071	-0.0113	-0.0337	-0.0222	0.0153	-0.5807	
Locus1051	11.1314	-0.0117	-0.0046	-0.0076	-0.0211	-0.0134	0.0201	-0.6114	
Locus1052	11.1314	-0.0306	-0.0112	-0.018	-0.0536	-0.0349	8e-04	-0.467	
Locus1053	11.1314	-0.0121	-0.0044	-0.007	-0.0209	-0.0139	0.0142	-0.4385	
Locus1054	11.1314	0.044	0.0177	0.0287	0.0776	0.0503	0.0648	-0.6252	
Locus1055	11.1314	-0.0396	-0.0167	-0.0297	-0.0764	-0.0453	9e-04	-0.7537	
Locus1056	11.1314	-0.0383	-0.0178	-0.0344	-0.0797	-0.0437	-0.0031	-0.7658	
Locus1057	11.1314	-0.0404	-0.0152	-0.025	-0.0723	-0.0462	6e-04	-0.629	
Locus1058	11.1314	-0.0502	-0.018	-0.0289	-0.0879	-0.0574	-0.0089	-0.52	
Locus1059	11.1314	-0.0414	-0.0139	-0.0214	-0.0697	-0.0473	-0.0022	-0.4929	
Locus1060	11.1314	0.0041	0.0016	0.0026	0.0073	0.0047	0.0264	-0.4676	
Locus1061	11.1314	-0.0353	-0.0131	-0.0213	-0.0625	-0.0404	-0.0019	-0.4888	
Locus1062	11.1314	-0.0262	-0.0088	-0.0134	-0.0438	-0.03	0.0085	-0.479	
Locus1063	11.1314	0.0428	0.0151	0.0228	0.0706	0.0489	0.0522	-0.4883	
Locus1064	11.1314	-0.008	-0.0035	-0.0063	-0.0155	-0.0092	0.0232	-0.6118	
Locus1065	11.1314	-0.0471	-0.016	-0.0248	-0.08	-0.0539	-0.0031	-0.5224	
Locus1066	11.1314	-0.0181	-0.0079	-0.0142	-0.0352	-0.0207	0.0208	-0.8121	
Locus1067	11.1314	-0.0166	-0.0065	-0.0108	-0.03	-0.019	0.0196	-0.6379	
Locus1068	11.1314	-0.0378	-0.0142	-0.0233	-0.0675	-0.0432	0.0033	-0.6297	
Locus1069	11.1314	-0.0324	-0.0143	-0.0263	-0.0643	-0.037	0.0034	-0.7233	
Locus1070	11.1314	-0.0085	-0.0033	-0.0054	-0.0152	-0.0097	0.022	-0.5712	
Locus1071	11.1314	-0.0473	-0.0154	-0.0234	-0.0787	-0.0541	-0.0024	-0.5241	
Locus1072	11.1314	-0.0346	-0.012	-0.0187	-0.059	-0.0395	0.0034	-0.5298	
Locus1073	11.1314	-0.0105	-0.0039	-0.0062	-0.0183	-0.012	0.0193	-0.5973	
Locus1074	11.1314	-0.0155	-0.0067	-0.012	-0.0299	-0.0177	0.0211	-0.6841	
Locus1075	11.1314	-0.0086	-0.0035	-0.0059	-0.0158	-0.0098	0.0222	-0.5983	
Locus1076	11.1314	-0.0433	-0.0189	-0.0347	-0.0859	-0.0495	-0.0052	-0.7417	
Locus1077	11.1314	-0.0287	-0.0116	-0.0199	-0.0533	-0.0328	0.0114	-0.7037	
Locus1078	11.1314	-0.03	-0.012	-0.0204	-0.0554	-0.0343	0.0097	-0.6682	
Locus1079	11.1314	-0.0161	-0.0062	-0.0102	-0.0288	-0.0184	0.0204	-0.6233	
Locus1080	11.1314	-0.0252	-0.0114	-0.0213	-0.0507	-0.0288	0.0133	-0.7673	
Locus1081	11.1314	-0.0481	-0.0184	-0.0307	-0.0873	-0.0549	-0.0117	-0.5093	
Locus1082	11.1314	-0.0318	-0.0106	-0.0162	-0.0531	-0.0363	0.0079	-0.5293	
Locus1083	11.1314	0.0013	6e-04	0.0011	0.0026	0.0015	0.0256	-0.6239	
Locus1084	11.1314	-0.0521	-0.0197	-0.0327	-0.0942	-0.0595	-0.006	-0.6696	
Locus1085	11.1314	0.0064	0.0028	0.0049	0.0123	0.0074	0.0372	-0.6598	
Locus1086	11.1314	-0.0385	-0.0165	-0.0298	-0.075	-0.0439	-0.005	-0.6279	
Locus1087	11.1314	-0.0357	-0.0147	-0.0256	-0.0675	-0.0408	0.0013	-0.64	
Locus1088	11.1314	-0.0264	-0.0088	-0.0134	-0.044	-0.0302	0.0094	-0.5216	
