Locus 95% CIs

gst = Nei & Chesser, 1983
Gst = Hedrick, 2005
GGst = Meirmans & Hedrick, (2011)
D = Jost, 2008
Fst = Weir & Cockerham, 1984
Fis = Weir & Cockerham, 1984
Fit = Weir & Cockerham, 1984


gst

locus	actual	lower	upper
Locus210	 0.4394	 0.2510	 0.6265
Locus211	 0.4697	 0.0077	 0.8321
Locus212	 0.3246	 0.1296	 0.5348
Locus213	-0.1968	-0.3178	-0.0624
Locus214	 0.2987	-0.0423	 0.6296
Locus215	 0.0997	-0.1974	 0.3094
Locus216	 0.3680	 0.1546	 0.5923
Locus217	-0.0141	-0.1985	 0.1562
Locus218	-0.0839	-0.2810	 0.1503
Locus219	 0.2440	 0.0572	 0.4178
Locus220	-0.1018	-0.3063	 0.0395
Locus221	-0.0435	-0.2221	 0.1667
Locus222	-0.0722	-0.2739	 0.1091
Locus223	 0.0196	-0.1779	 0.2234
Locus224	 0.0338	-0.3121	 0.3903
Locus225	 0.0754	-0.1298	 0.3146
Locus226	 0.2535	-0.0501	 0.5639
Locus227	 0.0676	-0.1268	 0.2643
Locus228	-0.1542	-0.2925	-0.0157
Locus229	 0.0439	-0.2360	 0.2733
Locus230	 0.2479	-0.1737	 0.5552
Locus231	 0.1565	-0.0791	 0.4767
Locus232	 0.1693	-0.1255	 0.7239
Locus233	-0.0962	-0.2659	 0.0597
Locus234	 0.5739	 0.1992	 0.8351
Locus235	 0.5115	-0.0024	 0.8969
Locus236	 0.2038	-0.0230	 0.4561
Locus237	-0.2247	-0.3849	-0.0329
Locus238	 0.0626	-0.1370	 0.3182
Locus239	 0.2561	 0.0578	 0.4440
Locus240	 0.2260	-0.0525	 0.4503
Locus241	 0.1180	-0.1743	 0.4673
Locus242	 0.0465	-0.1587	 0.3128
Locus243	-0.0988	-0.2664	 0.1242
Locus244	 0.3539	 0.0775	 0.5917
Locus245	 0.2528	 0.0525	 0.4457
Locus246	-0.0574	-0.1619	 0.0276
Locus247	 0.2090	-0.0200	 0.4205
Locus248	 0.4360	 0.0639	 0.8317
Locus249	 0.3645	-0.0331	 0.7636
Locus250	 0.2255	-0.0303	 0.6589
Locus251	 0.2215	-0.0204	 0.4287
Locus252	 0.3129	-0.0267	 0.6103
Locus253	 0.3643	 0.1397	 0.5787
Locus254	 0.2961	 0.1022	 0.4741
Locus255	 0.3603	 0.0681	 0.6692
Locus256	 0.0235	-0.1733	 0.2505
Locus257	 0.4107	-0.0519	 0.8010
Locus258	 0.4338	 0.1800	 0.6645
Locus259	 0.2531	-0.0583	 0.5761
Locus260	-0.2135	-0.4000	-0.0181
Locus261	 0.2898	 0.0779	 0.5056
Locus262	 0.4316	 0.0956	 0.7611
Locus263	-0.0380	-0.2436	 0.1550
Locus264	 0.0376	-0.3109	 0.3909
Locus265	 0.5900	 0.2980	 0.8850
Locus266	 0.7236	 0.5014	 0.9435
Locus267	 0.4718	 0.2585	 0.6715
Locus268	 0.0892	-0.2232	 0.3668
Locus269	-0.0992	-0.2865	 0.1003
Locus270	 0.0504	-0.1490	 0.3414
Locus271	 0.1617	-0.0608	 0.4651
Locus272	 0.2826	-0.1088	 0.5790
Locus273	-0.0426	-0.2042	 0.1392
Locus274	 0.1689	-0.0746	 0.5631
Locus275	 0.4471	 0.1332	 0.7467
Locus276	 0.1711	-0.0650	 0.3883
Locus277	-0.0719	-0.2846	 0.1321
Locus278	 0.0120	-0.2593	 0.4453
Locus279	-0.1885	-0.3347	-0.0172
Locus280	 0.2324	-0.1705	 0.6067
Locus281	 0.1735	-0.0587	 0.4217
Locus282	 0.1676	-0.0935	 0.4324
Locus283	 0.3187	 0.1133	 0.5658
Locus284	 0.2991	 0.0244	 0.5802
Locus285	 0.1031	-0.0515	 0.3189
Locus286	 0.2158	-0.0915	 0.4484
Locus287	-0.0793	-0.2527	 0.1255
Locus288	 0.2342	 0.0467	 0.4561
Locus289	 0.0920	-0.1233	 0.3361
Locus290	 0.0551	-0.1905	 0.4411
Locus291	 0.3782	 0.0274	 0.6340
Locus292	-0.0313	-0.1875	 0.1272
Locus293	 0.0875	-0.1617	 0.2783
Locus294	 0.1798	-0.0189	 0.3496
Locus295	 0.2236	 0.0406	 0.4558
Locus296	 0.1246	-0.0864	 0.3995
Locus297	 0.5112	-0.0050	 0.8582
Locus298	-0.1525	-0.3252	 0.0247
Locus299	 0.0248	-0.2101	 0.2600
Locus300	-0.1823	-0.3525	-0.0104
Locus301	 0.2687	-0.0966	 0.5437
Locus302	 0.2686	-0.0665	 0.5571
Locus303	 0.1881	-0.0384	 0.3516
Locus304	 0.0421	-0.1828	 0.2613
Locus305	 0.2037	-0.0403	 0.4409
Locus306	 0.4397	 0.0037	 0.7114
Locus307	-0.1096	-0.2938	 0.1045
Locus308	 0.3488	 0.0102	 0.6508
Locus309	-0.2588	-0.4519	-0.0746
Locus310	 0.4390	-0.0578	 0.7796
Locus311	 0.2745	-0.0331	 0.5398
Locus312	 0.4855	 0.0049	 0.9218
Locus313	 0.1985	-0.1797	 0.5310
Locus314	 0.5592	 0.1927	 0.8265
Locus315	 0.4900	 0.1858	 0.7585
Locus316	 0.3765	 0.1463	 0.5566
Locus317	 0.4272	 0.2158	 0.6216
Locus318	-0.0224	-0.2085	 0.1521
Locus319	-0.0933	-0.2262	 0.0810
Locus320	 0.2802	-0.0797	 0.6663
Locus321	 0.2308	-0.1474	 0.5441
Locus322	-0.0086	-0.1646	 0.1828
Locus323	 0.2883	 0.0410	 0.5133
Locus324	 0.1949	-0.0109	 0.4176
Locus325	 0.3087	 0.0431	 0.5774
Locus326	 0.6488	 0.0259	 1.0656
Locus327	 0.4746	 0.2577	 0.6603
Locus328	 0.4012	-0.0833	 0.8080
Locus329	-0.1004	-0.2418	 0.0957
Locus330	 0.2804	-0.0385	 0.6183
Locus331	 0.2320	 0.0264	 0.4302
Locus332	 0.2216	-0.0363	 0.4726
Locus333	 0.5555	 0.1925	 0.8351
Locus334	 0.4224	 0.2147	 0.6184
Locus335	 0.7370	 0.3317	 1.0453
Locus336	 0.4789	 0.2653	 0.6473
Locus337	 0.3119	-0.0605	 0.7172
Locus338	 0.1696	-0.0842	 0.4309
Locus339	 0.3670	-0.0452	 0.7617
Locus340	 0.4698	 0.2700	 0.6414
Locus341	 0.2642	-0.0821	 0.6281
Locus342	 0.0501	-0.1430	 0.3071
Locus343	 0.3524	 0.1034	 0.5722
Locus344	-0.2803	-0.4298	-0.0725
Locus345	 0.0890	-0.0930	 0.3205
Locus346	 0.3063	 0.1009	 0.5063
Locus347	 0.0705	-0.1012	 0.3240
Locus348	-0.0148	-0.1948	 0.2393
Locus349	 0.0869	-0.0972	 0.3090
Locus350	 0.1905	-0.1063	 0.4904
Locus351	-0.1245	-0.3334	 0.0501
Locus352	-0.0847	-0.2845	 0.1251
Locus353	 0.0599	-0.2808	 0.3845
Locus354	 0.4471	 0.1653	 0.7554
Locus355	 0.2247	-0.0656	 0.5230
Locus356	-0.1876	-0.3745	 0.0333
Locus357	 0.0452	-0.2198	 0.3601
Locus358	 0.0406	-0.1394	 0.2151
Locus359	 0.5085	 0.2977	 0.7012
Locus360	 0.1294	-0.0904	 0.3846
Locus361	-0.0211	-0.1735	 0.1965
Locus362	 0.1292	-0.0513	 0.2825
Locus363	 0.4342	 0.0030	 0.7894
Locus364	 0.1934	-0.0074	 0.4075
Locus365	 0.6505	 0.3381	 0.9595
Locus366	 0.5175	 0.0896	 0.8702
Locus367	 0.4383	 0.0217	 0.7430
Locus368	 0.4907	 0.1597	 0.7616
Locus369	 0.2289	-0.1041	 0.5960
Locus370	-0.1180	-0.3022	 0.1062
Locus371	 0.4040	 0.0530	 0.6770
Locus372	 0.4263	 0.2347	 0.6725
Locus373	 0.3404	-0.0574	 0.7389
Locus374	 0.0337	-0.1974	 0.1977
Locus375	-0.0415	-0.2867	 0.1142
Locus376	 0.2225	-0.0290	 0.4939
Locus377	 0.0534	-0.1645	 0.3242
Locus378	-0.1699	-0.3512	-0.0110
Locus379	 0.2875	-0.0801	 0.6949
Locus380	 0.3290	 0.1419	 0.5146
Locus381	-0.1868	-0.3594	-0.0272
Locus382	 0.3566	 0.1609	 0.5568
Locus383	 0.4266	 0.1673	 0.6385
Locus384	 0.1421	-0.0675	 0.3853
Locus385	 0.4958	 0.2586	 0.7172
Locus386	 0.5423	 0.1945	 0.8640
Locus387	 0.3203	-0.0829	 0.7581
Locus388	 0.3664	-0.0513	 0.8036
Locus389	 0.4221	 0.1316	 0.7049
Locus390	 0.0474	-0.2052	 0.2728
Locus391	 0.2244	-0.0806	 0.5375
Locus392	 0.4147	 0.2243	 0.6232
Locus393	 0.2903	-0.0867	 0.5863
Locus394	-0.1300	-0.2599	 0.0115
Locus395	 0.6575	 0.1152	 1.0369
Locus396	 0.3641	 0.0920	 0.6089
Locus397	 0.1699	-0.0522	 0.3936
Locus398	 0.2296	-0.0180	 0.4409
Locus399	 0.1551	-0.0545	 0.3494
Locus400	 0.2341	 0.0250	 0.4842
Locus401	-0.0378	-0.2116	 0.1500
Locus402	-0.0001	-0.1914	 0.2028
Locus403	 0.2167	-0.0926	 0.5073
Locus404	-0.1623	-0.3251	 0.0189
Locus405	 0.4929	 0.2957	 0.7057
Locus406	 0.2839	-0.1083	 0.6566
Locus407	 0.1666	-0.0334	 0.3356
Locus408	-0.1269	-0.2853	 0.0479
Locus409	 0.6398	 0.4398	 0.8020
Locus410	 0.5427	 0.2486	 0.8868
Locus411	 0.4315	 0.0005	 0.6818
Locus412	-0.0084	-0.2101	 0.2676
Locus413	 0.0587	-0.1203	 0.3143
Locus414	-0.2031	-0.4050	 0.0175
Locus415	 0.0937	-0.1698	 0.3130
Locus416	 0.1410	-0.0682	 0.3157
Locus417	 0.5230	-0.0197	 0.8776
Locus418	 0.1224	-0.1460	 0.3740
Locus419	 0.1407	-0.0751	 0.3657
Locus420	 0.6803	 0.5165	 0.8534
Locus421	-0.0130	-0.1866	 0.1599
Locus422	 0.1987	-0.0130	 0.4032
Locus423	 0.4757	 0.1690	 0.7603
Locus424	 0.4822	 0.2223	 0.7031
Locus425	 0.2253	 0.0312	 0.4045
Locus426	-0.0143	-0.1596	 0.1578
Locus427	 0.0846	-0.1291	 0.2839
Locus428	-0.1776	-0.3836	 0.0131
Locus429	-0.1613	-0.3479	 0.0310
Locus430	 0.1768	-0.0224	 0.3452
Locus431	-0.1448	-0.3388	 0.0378
Locus432	-0.0697	-0.2482	 0.1527
Locus433	-0.0242	-0.1954	 0.1327
Locus434	 0.0954	-0.1140	 0.3389
Locus435	 0.0614	-0.1535	 0.2726
Locus436	 0.0841	-0.1077	 0.2804
Locus437	 0.4875	 0.2752	 0.6698
Locus438	 0.3468	-0.0028	 0.6441
Locus439	 0.1283	-0.0918	 0.3820
Locus440	 0.0432	-0.1841	 0.2649
Locus441	 0.1452	-0.1554	 0.3910
Locus442	 0.3231	-0.0389	 0.6135
Locus443	 0.5405	-0.2005	 0.9093
Locus444	 0.3686	-0.0161	 0.6740
Locus445	 0.0822	-0.0951	 0.3144
Locus446	 0.1816	-0.0135	 0.4112
Locus447	 0.1368	-0.1118	 0.5242
Locus448	-0.0284	-0.2017	 0.2167
Locus449	-0.1732	-0.3694	-0.0064
Locus450	 0.1811	-0.1020	 0.5369
Locus451	 0.4231	-0.0255	 0.9760
Locus452	 0.0584	-0.1289	 0.2920
Locus453	-0.0317	-0.3437	 0.2896
Locus454	-0.0860	-0.2691	 0.1149
Locus455	 0.4161	 0.0872	 0.7027
Locus456	-0.1682	-0.3677	 0.0225
Locus457	-0.1607	-0.4238	 0.1247
Locus458	 0.3419	 0.1101	 0.5528
Locus459	 0.2700	 0.0137	 0.4783
Locus460	 0.0607	-0.1434	 0.2558
Locus461	 0.5735	 0.3401	 0.7398
Locus462	 0.5687	 0.3303	 0.7953
Locus463	 0.0137	-0.1560	 0.2510
Locus464	 0.0835	-0.0932	 0.3265
Locus465	 0.1377	-0.0717	 0.4770
Locus466	 0.0803	-0.1087	 0.3414
Locus467	 0.3650	 0.0070	 0.6537
Locus468	 0.2674	 0.0713	 0.4720
Locus469	-0.0981	-0.2512	 0.0805
Locus470	-0.1010	-0.2360	 0.0503
Locus471	 0.1493	-0.0819	 0.5130
Locus472	 0.0819	-0.1780	 0.3774
Locus473	 0.5946	 0.1007	 0.9098
Locus474	 0.3960	 0.0540	 0.6495
Locus475	 0.0401	-0.1473	 0.2767
Locus476	 0.0946	-0.1667	 0.3367
Locus477	 0.5138	 0.0656	 0.8180
Locus478	 0.1637	-0.0884	 0.4063
Locus479	-0.0101	-0.2273	 0.2025
Locus480	 0.6507	 0.2910	 0.9549
Locus481	 0.2287	 0.0470	 0.4413
Locus482	 0.6116	 0.0989	 0.9297
Locus483	 0.2634	 0.0015	 0.5173
Locus484	 0.1844	-0.0258	 0.3694
Locus485	-0.1278	-0.3000	 0.0668
Locus486	 0.2873	-0.0012	 0.5885
Locus487	 0.3913	 0.1968	 0.5648
Locus488	-0.0373	-0.2267	 0.1282
Locus489	-0.0388	-0.2262	 0.2142
Locus490	 0.2302	-0.0281	 0.4479
Locus491	 0.3457	 0.0769	 0.5783
Locus492	-0.1257	-0.2640	-0.0255
Locus493	 0.2316	-0.0237	 0.4880
Locus494	 0.3658	 0.1592	 0.5730
Locus495	 0.6151	 0.2657	 0.8537
Locus496	-0.0701	-0.2079	 0.0157
Locus497	-0.0233	-0.2070	 0.1552
Locus498	 0.2209	 0.0325	 0.4345
Locus499	 0.6514	 0.2897	 0.9576
Locus500	 0.4949	 0.1631	 0.7701
Locus501	-0.0544	-0.2009	 0.0991
Locus502	 0.2776	 0.0819	 0.4751
Locus503	 0.7217	 0.4144	 0.9563
Locus504	 0.6878	 0.3702	 0.9809
Locus505	 0.6466	 0.4203	 0.8787
Locus506	 0.2198	-0.0031	 0.4548
Locus507	 0.4469	 0.0003	 0.7188
Locus508	-0.1714	-0.3578	 0.0457
Locus509	 0.3762	 0.1428	 0.5925
Locus510	 0.3240	-0.0507	 0.5740
Locus511	 0.3820	-0.0164	 0.7872
Locus512	 0.2450	 0.0256	 0.4606
Locus513	 0.4839	 0.2196	 0.7430
Locus514	 0.3329	 0.0968	 0.5726
Locus515	 0.1074	-0.1308	 0.3211
Locus516	 0.3105	-0.1690	 1.0865
Locus517	 0.0134	-0.1870	 0.1944
Locus518	 0.4823	-0.0180	 0.8194
Locus519	 0.5217	 0.3116	 0.6900
Locus520	 0.0658	-0.1348	 0.3347
Locus521	 0.2092	-0.0653	 0.4078
Locus522	 0.2696	-0.0687	 0.5350
Locus523	 0.6577	 0.0078	 0.9992
Locus524	-0.1074	-0.2747	 0.0740
Locus525	 0.3889	 0.1763	 0.5861
Locus526	-0.0385	-0.2064	 0.1574
Locus527	 0.4319	 0.0080	 0.7897
Locus528	 0.2171	-0.0583	 0.5542
Locus529	 0.5865	 0.2850	 0.8208
Locus530	 0.1442	-0.0369	 0.3845
Locus531	 0.0565	-0.1358	 0.2744
Locus532	 0.4261	 0.0497	 0.7256
Locus533	 0.0687	-0.1967	 0.3968
Locus534	 0.3566	-0.0249	 0.7167
Locus535	 0.5651	 0.1536	 0.8560
Locus536	 0.1234	-0.0979	 0.3494
Locus537	 0.2089	-0.0775	 0.5696
Locus538	 0.5265	 0.2886	 0.7244
Locus539	 0.0664	-0.1278	 0.3132
Locus540	 0.1214	-0.1468	 0.4622
Locus541	 0.2325	-0.0180	 0.4494
Locus542	-0.2864	-0.4951	-0.1219
Locus543	 0.4294	 0.0363	 0.6735
Locus544	 0.0205	-0.2433	 0.3041
Locus545	 0.1054	-0.1682	 0.4023
Locus546	 0.3441	 0.1023	 0.5393
Locus547	 0.0740	-0.2256	 0.3694
Locus548	 0.6644	 0.1849	 0.9610
Locus549	-0.1158	-0.2981	 0.0560
Locus550	 0.1781	-0.0272	 0.4109
Locus551	 0.2394	-0.0713	 0.7223
Locus552	 0.1130	-0.1091	 0.2897
Locus553	 0.4126	 0.2190	 0.6376
Locus554	 0.2649	 0.0588	 0.4597
Locus555	 0.0646	-0.1674	 0.2762
Locus556	 0.2778	 0.0855	 0.4538
Locus557	 0.2698	 0.0145	 0.4506
Locus558	-0.1903	-0.3420	-0.0366
Locus559	 0.3284	 0.0951	 0.5701
Locus560	 0.1153	-0.1037	 0.3589
Locus561	 0.0275	-0.2031	 0.4590
Locus562	 0.3017	-0.0261	 0.6513
Locus563	 0.3632	 0.1581	 0.5267
Locus564	-0.0014	-0.1604	 0.2409
Locus565	 0.5631	 0.1199	 0.9385
Locus566	 0.1291	-0.0407	 0.2955
Locus567	 0.1777	-0.1201	 0.4714
Locus568	 0.5012	 0.2558	 0.7324
Locus569	 0.5137	 0.2990	 0.6821
Locus570	 0.2266	 0.0297	 0.4583
Locus571	 0.2846	 0.0604	 0.5052
Locus572	 0.2147	 0.0367	 0.3925
Locus573	 0.2105	-0.0917	 0.5835
Locus574	 0.7724	 0.3279	 1.0244
Locus575	 0.1665	-0.0770	 0.5276
Locus576	-0.0959	-0.2303	 0.0740
Locus577	 0.2978	-0.0747	 0.6838
Locus578	 0.2649	 0.0789	 0.4427
Locus579	 0.0708	-0.1184	 0.3371
Locus580	 0.1847	-0.0378	 0.5626
Locus581	 0.4217	 0.2145	 0.6337
Locus582	-0.0446	-0.2084	 0.1385
Locus583	 0.0925	-0.1384	 0.4001
Locus584	 0.2296	 0.0424	 0.4457
Locus585	 0.2409	-0.0941	 0.4854
Locus586	 0.3276	 0.1306	 0.5317
Locus587	 0.8041	 0.4685	 1.0305
Locus588	 0.0495	-0.1718	 0.2684
Locus589	 0.5146	 0.2521	 0.7043
Locus590	 0.2915	-0.0307	 0.6452
Locus591	 0.1522	-0.0928	 0.4332
Locus592	 0.1004	-0.0685	 0.3006
Locus593	 0.1813	-0.0343	 0.3717
Locus594	 0.4114	 0.2261	 0.5893
Locus595	 0.4667	 0.2236	 0.7343
Locus596	 0.0004	-0.2124	 0.1999
Locus597	-0.0504	-0.2169	 0.0970
Locus598	 0.2592	 0.0091	 0.4978
Locus599	 0.0706	-0.1665	 0.3123
Locus600	 0.1703	-0.1079	 0.4416
Locus601	 0.0869	-0.1681	 0.3576
Locus602	 0.7416	 0.4658	 0.9586
Locus603	 0.0078	-0.1751	 0.1954
Locus604	 0.5164	-0.0393	 0.8280
Locus605	 0.1917	-0.0705	 0.3957
Locus606	 0.5384	 0.3133	 0.7588
Locus607	-0.0649	-0.2410	 0.1193
Locus608	 0.2875	 0.0265	 0.5333
Locus609	-0.0912	-0.2736	 0.1000
Locus610	-0.0760	-0.2673	 0.1299
Locus611	 0.4668	 0.2894	 0.6707
Locus612	 0.3432	 0.0916	 0.6097
Locus613	 0.1268	-0.1377	 0.4576
Locus614	 0.2317	-0.1140	 0.5614
Locus615	 0.5224	 0.2641	 0.7770
Locus616	 0.0135	-0.1926	 0.2229
Locus617	 0.1321	-0.1340	 0.4122
Locus618	-0.1026	-0.3679	 0.3348
Locus619	 0.0914	-0.1072	 0.3026
Locus620	 0.4757	 0.1939	 0.7495
Locus621	 0.1030	-0.1864	 0.4531
Locus622	 0.4691	 0.0451	 0.7732
Locus623	 0.6512	 0.0191	 1.0477
Locus624	 0.0695	-0.1141	 0.2926
Locus625	-0.0541	-0.2034	 0.1153
Locus626	 0.2710	-0.0224	 0.5255
Locus627	 0.7042	 0.5243	 0.8797
Locus628	 0.1073	-0.0960	 0.3072
Locus629	 0.2108	-0.0170	 0.4140
Locus630	-0.0844	-0.2450	 0.0971
Locus631	 0.0520	-0.1304	 0.2186
Locus632	 0.5454	 0.0312	 1.0070
Locus633	 0.3429	-0.0369	 0.7247
Locus634	 0.4488	 0.2368	 0.6567
Locus635	 0.0831	-0.1296	 0.3160
Locus636	-0.0045	-0.2391	 0.2207
Locus637	 0.4417	 0.2275	 0.6620
Locus638	 0.0860	-0.0942	 0.2639
Locus639	 0.4877	 0.2605	 0.6942
Locus640	 0.5842	 0.1637	 0.9276
Locus641	 0.2870	 0.1088	 0.4890
Locus642	-0.0824	-0.2389	 0.1455
Locus643	 0.1555	-0.0583	 0.3710
Locus644	 0.3064	 0.0757	 0.5500
Locus645	 0.0831	-0.0743	 0.3110
Locus646	 0.2155	-0.1334	 0.6066
Locus647	 0.2025	 0.0076	 0.4070
Locus648	 0.1601	-0.0613	 0.5257
Locus649	 0.2435	 0.0552	 0.4515
Locus650	 0.3343	 0.1144	 0.5278
Locus651	 0.1917	-0.0179	 0.3783
Locus652	 0.0581	-0.2020	 0.3731
Locus653	 0.1432	-0.1355	 0.4521
Locus654	 0.3751	 0.0069	 0.6471
Locus655	-0.0696	-0.2319	 0.0848
Locus656	 0.3453	 0.0274	 0.6266
Locus657	 0.1679	-0.1180	 0.5017
Locus658	 0.0578	-0.2241	 0.3960
Locus659	 0.1433	-0.1020	 0.4290
Locus660	 0.4683	 0.0781	 0.7971
Locus661	 0.3601	 0.0207	 0.6220
Locus662	 0.2287	-0.1022	 0.5021
Locus663	 0.5894	 0.2070	 0.8549
Locus664	 0.5011	-0.0686	 0.8665
Locus665	 0.1779	-0.2046	 0.5128
Locus666	 0.4510	 0.2545	 0.6602
Locus667	 0.1802	 0.0029	 0.3501
Locus668	 0.5708	 0.3663	 0.7868
Locus669	 1.0000	 1.0000	 1.0000
Locus670	 0.4152	-0.1119	 0.8201
Locus671	 0.2614	 0.0208	 0.4434
Locus672	-0.0377	-0.2324	 0.1660
Locus673	-0.0255	-0.1649	 0.1539
Locus674	 0.4051	 0.0797	 0.6931
Locus675	 0.6444	 0.3072	 0.9227
Locus676	 0.2723	-0.0529	 0.5492
Locus677	-0.0801	-0.3710	 0.2889
Locus678	 0.1513	-0.0312	 0.3236
Locus679	 0.0800	-0.1227	 0.3024
Locus680	 0.0622	-0.1359	 0.2954
Locus681	 0.5526	 0.2870	 0.7799
Locus682	 0.2472	-0.0465	 0.5036
Locus683	 0.4593	 0.1578	 0.7593
Locus684	 0.2902	 0.1121	 0.5011
Locus685	 0.3155	-0.0808	 0.6910
Locus686	-0.0709	-0.2605	 0.1255
Locus687	-0.0724	-0.1938	 0.0202
Locus688	 0.1918	-0.0755	 0.5660
Locus689	 0.0167	-0.1474	 0.1969
Locus690	 0.3430	-0.0404	 0.7340
Locus691	 0.2601	 0.0017	 0.5101
Locus692	-0.0180	-0.2185	 0.2296
Locus693	 0.6326	 0.4548	 0.8864
Locus694	 0.4475	 0.2259	 0.6411
Locus695	 0.1346	-0.1634	 0.4688
Locus696	-0.0336	-0.2167	 0.1524
Locus697	 0.6982	 0.4933	 0.8859
Locus698	 0.3792	-0.0520	 0.7131
Locus699	-0.2127	-0.3493	-0.0336
Locus700	 0.0253	-0.2084	 0.2564
Locus701	 0.3814	 0.1438	 0.5635
Locus702	-0.0559	-0.2185	 0.1205
Locus703	-0.0793	-0.2528	 0.1322
Locus704	 0.1948	 0.0170	 0.4140
Locus705	 0.0114	-0.2772	 0.3443
Locus706	 0.3685	 0.0161	 0.7712
Locus707	 0.1872	-0.0718	 0.4513
Locus708	 0.2181	-0.0164	 0.4662
Locus709	 0.6603	 0.0136	 1.0705
Locus710	 0.6061	 0.1675	 0.9412
Locus711	 0.1179	-0.2353	 0.5511
Locus712	-0.0837	-0.2449	 0.1216
Locus713	-0.1442	-0.3374	 0.0690
Locus714	 0.5149	 0.2780	 0.7136
Locus715	 0.1264	-0.1629	 0.4872
Locus716	 0.2941	-0.0392	 0.6472
Locus717	 0.1391	-0.1841	 0.4078
Locus718	 0.0467	-0.2632	 0.3656
Locus719	 0.3086	 0.1054	 0.5625
Locus720	 0.0879	-0.1932	 0.3502
Locus721	 0.6504	 0.4421	 0.8586
Locus722	 0.0809	-0.2319	 0.4031
Locus723	 0.0725	-0.1306	 0.2967
Locus724	 0.1579	-0.1367	 0.5279
Locus725	 0.2214	-0.1207	 0.5938
Locus726	 0.0854	-0.1254	 0.3155
Locus727	 0.4966	 0.2565	 0.7308
Locus728	 0.0932	-0.1018	 0.3092
Locus729	 0.5639	 0.2873	 0.8305
Locus730	-0.1595	-0.3673	 0.0168
Locus731	 0.2581	-0.0204	 0.4735
Locus732	 0.0196	-0.1823	 0.2313
Locus733	 0.0703	-0.0998	 0.3145
Locus734	 0.0666	-0.0974	 0.2966
Locus735	 0.4267	 0.2576	 0.6363
Locus736	 0.1222	-0.1122	 0.4720
Locus737	 0.6333	 0.0751	 0.9911
Locus738	 0.2814	 0.0832	 0.5228
Locus739	 0.1933	-0.1930	 0.5572
Locus740	-0.0483	-0.2666	 0.1614
Locus741	 0.3899	 0.2048	 0.5815
Locus742	 0.5079	 0.2816	 0.7044
Locus743	-0.1208	-0.2822	 0.1183
Locus744	 0.2557	-0.0390	 0.5122
Locus745	 0.3041	-0.0452	 0.5862
Locus746	 0.2608	-0.0538	 0.6031
Locus747	-0.0662	-0.2501	 0.1611
Locus748	 0.2936	 0.1128	 0.5017
Locus749	 0.2842	 0.0166	 0.5273
Locus750	 0.0642	-0.1377	 0.2893
Locus751	 0.5834	 0.0939	 1.0425
Locus752	 0.1812	 0.0057	 0.3450
Locus753	 0.4660	 0.2519	 0.6735
Locus754	 0.5063	 0.1622	 0.7646
Locus755	 0.1617	-0.0951	 0.5214
Locus756	 0.0445	-0.1324	 0.2469
Locus757	 0.3625	 0.1165	 0.5597
Locus758	 0.1398	-0.0487	 0.3326
Locus759	 0.4296	 0.2211	 0.6248
Locus760	 0.2053	 0.0293	 0.4078
Locus761	 0.0523	-0.1686	 0.2415
Locus762	 0.4670	 0.2487	 0.6685
Locus763	 0.0637	-0.1693	 0.3260
Locus764	-0.0562	-0.2308	 0.1428
Locus765	 0.3706	 0.0891	 0.6393
Locus766	 0.4396	 0.1198	 0.6680
Locus767	 0.3622	 0.1052	 0.5886
Locus768	 0.0829	-0.1214	 0.3312
Locus769	-0.1510	-0.3205	 0.0968
Locus770	 0.5298	 0.3369	 0.6792
Locus771	-0.0670	-0.2757	 0.1353
Locus772	 0.2662	 0.0171	 0.5941
Locus773	 0.1680	-0.0832	 0.4181
Locus774	 0.8773	 0.5238	 1.0274
Locus775	 0.4505	 0.2181	 0.7241
Locus776	 0.2043	 0.0039	 0.4032
Locus777	 0.5412	-0.0013	 1.0426
Locus778	 0.1649	-0.0523	 0.3564
Locus779	 0.5275	 0.1921	 0.7721
Locus780	 0.4891	 0.2007	 0.7767
Locus781	 0.4003	 0.1768	 0.6593
Locus782	 0.2224	-0.0765	 0.5976
Locus783	 0.2222	-0.1126	 0.5118
Locus784	 0.3380	 0.1184	 0.5545
Locus785	-0.1775	-0.2905	-0.0272
Locus786	 0.3909	 0.1409	 0.6541
Locus787	 0.3954	-0.0301	 0.7163
Locus788	 0.4549	 0.2705	 0.6596
Locus789	 0.1691	-0.0914	 0.4998
Locus790	-0.0448	-0.2033	 0.2052
Locus791	 0.4573	-0.0711	 0.8096
Locus792	 0.2075	 0.0219	 0.4198
Locus793	 0.5218	 0.3331	 0.6973
Locus794	 0.7764	 0.4293	 1.0414
Locus795	 0.3591	 0.0206	 0.6269
Locus796	 0.3484	 0.1137	 0.6070
Locus797	 0.3019	 0.0931	 0.4998
Locus798	 0.6025	 0.1762	 0.8816
Locus799	 0.2690	 0.0495	 0.5497
Locus800	 0.1344	-0.0562	 0.3209
Locus801	 0.2311	-0.0181	 0.4406
Locus802	 0.1858	 0.0224	 0.3349
Locus803	 0.4162	 0.1771	 0.6042
Locus804	 0.5831	 0.3033	 0.7929
Locus805	 0.8473	 0.5296	 1.0093
Locus806	 0.2858	 0.0185	 0.5391
Locus807	 0.0437	-0.1870	 0.4004
Locus808	 0.2015	 0.0143	 0.3852
Locus809	 0.1496	-0.0416	 0.3474
Locus810	 0.0519	-0.2072	 0.3116
Locus811	 0.1349	-0.2494	 0.4838
